MS SubClass,MS Zoning,Lot Frontage,Lot Area,Street,Lot Shape,Land Contour,Lot Config,Land Slope,Neighborhood,Condition 1,Condition 2,Bldg Type,House Style,Overall Qual,Overall Cond,Year Remod/Add,Roof Style,Roof Matl,Exterior 1st,Mas Vnr Type,Mas Vnr Area,Exter Cond,Foundation,Bsmt Cond,Bsmt Exposure,BsmtFin Type 1,BsmtFin SF 1,BsmtFin Type 2,BsmtFin SF 2,Bsmt Unf SF,Total Bsmt SF,Heating,Central Air,Electrical,1st Flr SF,2nd Flr SF,Gr Liv Area,Bsmt Full Bath,Full Bath,Half Bath,Bedroom AbvGr,Kitchen AbvGr,TotRms AbvGrd,Functional,Fireplaces,Garage Type,Garage Yr Blt,Garage Finish,Garage Cars,Garage Area,Garage Cond,Paved Drive,Wood Deck SF,Open Porch SF,Enclosed Porch,Mo Sold,Yr Sold,Sale Type,Sale Condition,SalePrice,Density_Ratio,BathPerBed,Garage_per_Living,House_Age,Years_Since_Remod,Age_Group,Remod_Group,Neighborhood_AvgPrice,Zone_AvgPrice,SaleType_AvgPrice,Lot_Area_log,Total_Bath,Kitchen Qual_num,Heating QC_num,Garage Qual_num,Fireplace Qu_num,Bsmt Qual_num,Exter Qual_num,Quality_Score
45,RM,50.0,6130,Pave,Reg,Lvl,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Unf,5,6,1950,Gable,CompShg,MetalSd,None,1.0,TA,BrkTil,TA,No,ALQ,784.0,Unf,0.0,0.0,784.0,GasA,Y,SBrkr,784,0,784,1.0,1,0,2,1,5,Typ,0,None,0.0,None,0.0,0.0,None,Y,0,0,116,5,2008,WD ,Normal,109500,0.12787473495351492,0.3333333333333333,0.0,84,58,Old,Very Old,125464.80582524271,126883.29571106094,174436.85881877024,8.721113147762688,2.0,4,4,0,0,3,3,2.7142857142857144
50,RM,50.0,5000,Pave,Reg,Lvl,Inside,Gtl,BrkSide,Feedr,Norm,1Fam,1.5Fin,5,7,2006,Gable,CompShg,Wd Sdng,None,1.0,Gd,CBlock,TA,No,ALQ,600.0,Unf,0.0,72.0,672.0,GasA,Y,SBrkr,832,378,1210,0.0,1,0,3,1,6,Typ,0,Detchd,1941.0,Unf,1.0,240.0,TA,P,0,0,0,5,2008,WD ,Normal,124000,0.2419516096780644,0.25,0.1981833195706028,67,2,Old,Recent,125464.80582524271,126883.29571106094,174436.85881877024,8.517393171418904,1.0,4,5,3,0,3,3,3.2857142857142856
70,RM,59.0,5870,Pave,Reg,Lvl,Corner,Gtl,BrkSide,Feedr,Feedr,1Fam,2Story,6,9,2000,Gable,CompShg,HdBoard,None,1.0,Gd,BrkTil,TA,No,Unf,0.0,Unf,0.0,554.0,554.0,GasA,Y,SBrkr,736,554,1290,0.0,1,1,3,1,6,Typ,0,Detchd,1926.0,Unf,1.0,200.0,TA,Y,38,112,0,4,2008,WD ,Normal,106900,0.21972406745017883,0.25,0.15491866769945778,108,8,Old,Medium,125464.80582524271,126883.29571106094,174436.85881877024,8.677780256064185,1.5,3,5,2,0,3,3,3.142857142857143
50,RM,50.0,6000,Pave,Reg,Lvl,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,6,7,1989,Gable,CompShg,Wd Sdng,None,1.0,TA,CBlock,TA,No,ALQ,521.0,Unf,0.0,460.0,981.0,GasA,Y,SBrkr,1014,658,1672,0.0,1,1,3,1,6,Typ,1,Detchd,1940.0,Unf,1.0,240.0,TA,Y,0,11,0,7,2008,WD ,Normal,164900,0.27862022996167307,0.25,0.1434548714883443,68,19,Old,Old,125464.80582524271,126883.29571106094,174436.85881877024,8.699681400989514,1.5,4,5,3,4,3,3,4.0
30,RM,50.0,6000,Pave,Reg,HLS,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1Story,5,7,2003,Gable,CompShg,Wd Sdng,None,1.0,Fa,BrkTil,Fa,No,Unf,0.0,Unf,0.0,949.0,949.0,GasA,Y,SBrkr,949,0,949,0.0,1,0,2,1,5,Typ,1,Detchd,1924.0,Unf,2.0,370.0,TA,Y,0,0,48,7,2008,WD ,Normal,119000,0.15814030994834194,0.3333333333333333,0.3894736842105263,84,5,Old,Recent,125464.80582524271,126883.29571106094,174436.85881877024,8.699681400989514,1.0,3,5,3,2,3,3,3.4285714285714284
50,RM,50.0,6000,Pave,Reg,Lvl,Corner,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,6,7,1950,Gable,CompShg,WdShing,None,1.0,TA,BrkTil,TA,No,Unf,0.0,Unf,0.0,862.0,862.0,GasA,Y,SBrkr,950,208,1158,0.0,1,0,3,1,5,Typ,1,BuiltIn,1929.0,RFn,1.0,208.0,TA,Y,0,0,112,7,2008,WD ,Normal,120000,0.19296783869355108,0.25,0.17946505608283003,79,58,Old,Very Old,125464.80582524271,126883.29571106094,174436.85881877024,8.699681400989514,1.0,3,3,3,4,3,3,3.5714285714285716
50,RM,50.0,6000,Pave,Reg,Lvl,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,6,7,2000,Gable,CompShg,Wd Sdng,None,1.0,Gd,BrkTil,TA,No,Rec,201.0,LwQ,162.0,462.0,825.0,GasA,Y,SBrkr,825,672,1497,0.0,2,0,3,1,5,Typ,0,Detchd,2004.0,Unf,1.0,672.0,TA,Y,272,0,0,5,2008,WD ,Normal,157000,0.24945842359606732,0.5,0.4485981308411215,71,8,Old,Medium,125464.80582524271,126883.29571106094,174436.85881877024,8.699681400989514,2.0,3,5,3,0,3,3,3.2857142857142856
50,RM,50.0,6000,Pave,Reg,Lvl,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,6,5,1950,Gable,CompShg,Wd Sdng,None,1.0,TA,CBlock,TA,No,LwQ,264.0,Unf,0.0,475.0,739.0,GasA,Y,SBrkr,874,468,1342,0.0,2,0,2,2,7,Typ,1,Detchd,1939.0,Unf,1.0,240.0,TA,Y,0,0,0,4,2008,WD ,Normal,105000,0.22362939510081653,0.6666666666666666,0.17870439314966494,69,58,Old,Very Old,125464.80582524271,126883.29571106094,174436.85881877024,8.699681400989514,2.0,3,5,3,4,3,3,3.857142857142857
45,RM,50.0,5000,Pave,Reg,Bnk,Inside,Mod,BrkSide,Norm,Norm,1Fam,1.5Unf,6,7,1950,Gable,CompShg,MetalSd,None,1.0,TA,BrkTil,TA,No,Unf,0.0,Unf,0.0,992.0,992.0,GasA,Y,SBrkr,1013,0,1013,0.0,1,0,3,1,6,Typ,0,Detchd,1926.0,Unf,1.0,160.0,TA,Y,0,0,101,4,2008,WD ,Normal,113000,0.20255948810237953,0.25,0.15779092702169625,82,58,Old,Very Old,125464.80582524271,126883.29571106094,174436.85881877024,8.517393171418904,1.0,3,5,2,0,3,3,3.142857142857143
50,RM,60.0,5520,Pave,IR1,Lvl,FR2,Gtl,BrkSide,Feedr,Norm,1Fam,1.5Fin,5,7,1997,Gable,CompShg,AsbShng,None,1.0,Gd,BrkTil,TA,No,ALQ,68.0,Unf,0.0,497.0,565.0,GasA,Y,SBrkr,565,651,1216,1.0,1,0,3,1,6,Typ,1,BuiltIn,1920.0,RFn,1.0,355.0,TA,Y,0,0,180,4,2008,WD ,Normal,115000,0.22024995471834813,0.25,0.29170090386195563,88,11,Old,Medium,125464.80582524271,126883.29571106094,174436.85881877024,8.616314282284044,2.0,3,3,2,4,3,3,3.2857142857142856
20,RM,99.0,5940,Pave,IR1,Lvl,FR3,Gtl,BrkSide,Feedr,Norm,1Fam,1Story,4,7,1950,Gable,CompShg,MetalSd,None,1.0,TA,PConc,None,None,None,0.0,None,0.0,0.0,0.0,GasA,Y,FuseA,896,0,896,0.0,1,0,2,1,4,Typ,0,Detchd,1946.0,Unf,1.0,280.0,TA,Y,0,0,0,4,2008,ConLD,Abnorml,79000,0.1508163608820064,0.3333333333333333,0.31215161649944256,62,58,Old,Very Old,125464.80582524271,126883.29571106094,127378.12,8.689632748355741,1.0,3,3,3,0,0,3,2.2857142857142856
50,RM,52.0,6240,Pave,Reg,Lvl,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,4,7,1950,Gable,CompShg,MetalSd,None,1.0,TA,PConc,TA,No,BLQ,80.0,Unf,0.0,624.0,704.0,GasA,Y,SBrkr,624,512,1136,0.0,1,0,2,1,6,Typ,0,Detchd,1990.0,Unf,1.0,336.0,TA,Y,0,365,80,8,2008,WD ,Normal,123000,0.1820221118410511,0.3333333333333333,0.2955145118733509,79,58,Old,Very Old,125464.80582524271,126883.29571106094,174436.85881877024,8.738895704934043,1.0,3,5,3,0,3,3,3.0
50,RM,52.0,6240,Pave,Reg,Lvl,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,5,7,1992,Gable,CompShg,MetalSd,None,1.0,TA,PConc,TA,No,Unf,0.0,Unf,0.0,1078.0,1078.0,GasA,Y,SBrkr,1128,445,1573,0.0,2,0,3,1,8,Typ,1,Detchd,1930.0,Unf,2.0,360.0,TA,P,0,0,0,6,2008,WD ,Normal,162900,0.2520429418362442,0.5,0.22871664548919948,78,16,Old,Old,125464.80582524271,126883.29571106094,174436.85881877024,8.738895704934043,2.0,3,3,3,4,3,3,3.4285714285714284
50,RM,52.0,6240,Pave,Reg,Lvl,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,7,5,1950,Gable,CompShg,Wd Sdng,None,1.0,TA,BrkTil,TA,Mn,Rec,300.0,LwQ,240.0,449.0,989.0,GasA,Y,SBrkr,1245,764,2009,0.0,2,0,4,1,7,Min2,1,Detchd,1939.0,Unf,2.0,400.0,TA,Y,0,20,0,1,2008,WD ,Normal,150000,0.32190354109918284,0.4,0.19900497512437812,69,58,Old,Very Old,125464.80582524271,126883.29571106094,174436.85881877024,8.738895704934043,2.0,3,3,3,4,3,3,3.7142857142857144
70,RM,51.0,6120,Pave,Reg,Lvl,Inside,Gtl,OldTown,Artery,Norm,1Fam,2Story,5,5,1950,Gambrel,CompShg,Wd Sdng,None,1.0,TA,BrkTil,TA,No,LwQ,203.0,Unf,0.0,897.0,1100.0,GasA,Y,SBrkr,1226,676,1902,0.0,2,0,4,1,7,Typ,0,Detchd,1960.0,Unf,2.0,576.0,TA,Y,0,139,55,10,2008,WD ,Normal,123500,0.31073354027119754,0.4,0.30267997898055704,85,58,Old,Very Old,122343.4449339207,126883.29571106094,174436.85881877024,8.71948076085107,2.0,3,3,3,0,3,3,2.857142857142857
50,RM,51.0,6120,Pave,Reg,Lvl,Inside,Gtl,OldTown,Artery,Norm,1Fam,1.5Fin,7,5,1950,Gable,CompShg,BrkFace,None,1.0,TA,BrkTil,TA,No,Unf,0.0,Unf,0.0,952.0,952.0,GasA,Y,FuseF,1022,752,1774,0.0,2,0,2,2,8,Min1,2,Detchd,1931.0,Unf,2.0,468.0,TA,Y,90,0,205,4,2008,WD ,Abnorml,129900,0.2898219245221369,0.6666666666666666,0.26366197183098594,77,58,Old,Very Old,122343.4449339207,126883.29571106094,174436.85881877024,8.71948076085107,2.0,3,4,2,3,3,3,3.5714285714285716
70,RM,60.0,6155,Pave,IR1,Lvl,FR3,Gtl,BrkSide,RRNn,Feedr,1Fam,2Story,6,8,1999,Gable,CompShg,Wd Sdng,None,1.0,TA,BrkTil,Fa,Mn,Unf,0.0,Unf,0.0,611.0,611.0,GasA,Y,SBrkr,751,611,1362,0.0,2,0,3,1,6,Typ,0,Detchd,1920.0,Fin,2.0,502.0,Fa,Y,0,0,84,6,2008,WD ,Normal,128000,0.2212475633528265,0.5,0.36830520909757886,88,9,Old,Medium,125464.80582524271,126883.29571106094,174436.85881877024,8.72518249495877,2.0,3,5,3,0,2,3,3.142857142857143
50,RM,50.0,8635,Pave,Reg,Lvl,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,5,5,2001,Gable,CompShg,Wd Sdng,None,1.0,TA,CBlock,TA,No,BLQ,336.0,GLQ,41.0,295.0,672.0,GasA,Y,SBrkr,1072,213,1285,1.0,1,0,2,1,6,Min1,0,Detchd,1948.0,Unf,1.0,240.0,TA,Y,0,0,0,1,2008,WD ,Normal,127000,0.14879573876794813,0.3333333333333333,0.18662519440124417,60,7,Old,Medium,125464.80582524271,126883.29571106094,174436.85881877024,9.063694791634697,2.0,3,3,3,0,3,3,2.857142857142857
50,RL,60.0,9120,Pave,Reg,Lvl,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,7,6,1950,Gable,CompShg,Wd Sdng,None,1.0,Gd,PConc,TA,No,Rec,329.0,Unf,0.0,697.0,1026.0,GasA,Y,SBrkr,1133,687,1820,1.0,2,0,4,1,8,Typ,0,Detchd,1925.0,Unf,1.0,240.0,TA,N,0,100,0,6,2008,WD ,Normal,184000,0.1995395241749808,0.4,0.13179571663920922,83,58,Old,Very Old,125464.80582524271,191252.78333333333,174436.85881877024,9.118334726180159,3.0,3,5,3,0,3,3,3.4285714285714284
50,RL,60.0,9144,Pave,Reg,Lvl,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,6,4,2004,Gable,CompShg,VinylSd,None,1.0,Gd,BrkTil,TA,No,Unf,0.0,Unf,0.0,810.0,810.0,GasA,Y,SBrkr,1170,546,1716,0.0,2,0,4,1,8,Typ,0,Detchd,1970.0,Unf,2.0,672.0,TA,Y,0,195,0,3,2008,WD ,Normal,162500,0.18764352104975396,0.4,0.3913803145020384,93,4,Old,Recent,125464.80582524271,191252.78333333333,174436.85881877024,9.120962560824966,2.0,4,5,3,0,3,3,3.4285714285714284
50,RL,51.0,9144,Pave,Reg,Lvl,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,5,5,1982,Gable,CompShg,MetalSd,None,1.0,TA,CBlock,TA,No,Rec,399.0,Unf,0.0,484.0,883.0,GasA,Y,SBrkr,988,517,1505,1.0,1,0,3,1,8,Typ,0,Detchd,1940.0,Unf,1.0,240.0,TA,N,0,0,0,7,2008,WD ,Normal,145000,0.16457080371787863,0.25,0.1593625498007968,68,26,Old,Old,125464.80582524271,191252.78333333333,174436.85881877024,9.120962560824966,2.0,3,4,3,0,3,3,3.0
30,RL,55.0,10267,Pave,Reg,Lvl,Inside,Gtl,BrkSide,RRAn,Norm,1Fam,1Story,6,7,2000,Gable,CompShg,Stucco,None,1.0,Gd,BrkTil,Gd,Mn,Rec,210.0,ALQ,606.0,0.0,816.0,GasA,Y,SBrkr,838,0,838,1.0,1,0,2,1,5,Typ,0,Detchd,1961.0,Fin,1.0,275.0,TA,N,0,0,112,5,2008,WD ,Normal,130000,0.08161277756135567,0.3333333333333333,0.32777115613825986,90,8,Old,Medium,125464.80582524271,191252.78333333333,174436.85881877024,9.236787541991031,2.0,2,5,3,0,3,3,3.142857142857143
60,RM,57.0,8094,Pave,Reg,Lvl,Inside,Gtl,OldTown,Norm,Norm,2fmCon,2.5Unf,6,8,1983,Gable,CompShg,Wd Sdng,None,1.0,TA,PConc,TA,Mn,Rec,196.0,Unf,0.0,1046.0,1242.0,GasA,Y,SBrkr,1242,742,1984,0.0,2,0,5,1,8,Typ,0,Detchd,1910.0,Unf,1.0,360.0,TA,Y,64,0,180,9,2008,WD ,Normal,160000,0.24508956145768993,0.3333333333333333,0.181360201511335,98,25,Old,Old,122343.4449339207,126883.29571106094,174436.85881877024,8.999001866111735,2.0,3,4,3,0,3,3,3.142857142857143
70,RM,60.0,5100,Pave,Reg,Lvl,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,8,7,1996,Hip,CompShg,Stucco,None,1.0,Gd,PConc,TA,No,Unf,0.0,Unf,0.0,588.0,588.0,GasA,Y,SBrkr,833,833,1666,0.0,1,0,3,1,7,Typ,1,Detchd,1925.0,Unf,1.0,228.0,TA,Y,192,63,0,6,2008,WD ,Normal,161000,0.3266026269358949,0.25,0.1367726454709058,83,12,Old,Medium,122343.4449339207,126883.29571106094,174436.85881877024,8.537191877922927,1.0,4,2,3,4,3,3,3.857142857142857
50,RM,63.0,4347,Pave,Reg,Lvl,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,6,8,1950,Gambrel,CompShg,MetalSd,None,1.0,TA,BrkTil,Gd,No,Unf,0.0,Unf,0.0,796.0,796.0,GasA,Y,SBrkr,825,784,1609,0.0,1,0,3,1,7,Typ,0,Detchd,1910.0,Unf,1.0,228.0,Fa,N,0,182,0,6,2008,WD ,Normal,127500,0.37005519779208834,0.25,0.14161490683229813,98,58,Old,Very Old,122343.4449339207,126883.29571106094,174436.85881877024,8.3774712482411,1.0,3,5,2,0,4,4,3.4285714285714284
30,RM,60.0,6291,Grvl,IR1,Lvl,Inside,Gtl,IDOTRR,RRNe,Norm,1Fam,1Story,6,6,1950,Gable,CompShg,Stucco,None,1.0,Gd,BrkTil,TA,No,Unf,0.0,Unf,0.0,768.0,768.0,GasA,Y,SBrkr,768,0,768,0.0,1,0,1,1,4,Typ,0,Detchd,1930.0,Unf,2.0,440.0,TA,N,0,0,84,7,2008,WD ,Normal,93850,0.12205975842339478,0.5,0.5721716514954487,78,58,Old,Very Old,104604.89411764705,126883.29571106094,174436.85881877024,8.747034264178168,1.0,3,3,3,0,3,4,3.142857142857143
70,RM,60.0,10266,Pave,Reg,Lvl,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,2Story,6,6,1952,Gable,CompShg,MetalSd,None,1.0,TA,CBlock,TA,No,Rec,372.0,Unf,0.0,396.0,768.0,GasA,Y,FuseA,768,768,1536,0.0,1,1,4,1,7,Typ,0,Detchd,1952.0,Unf,1.0,308.0,TA,Y,0,216,80,5,2008,COD,Abnorml,136000,0.14960553228791273,0.2,0.2003903708523097,56,56,Old,Very Old,104604.89411764705,126883.29571106094,133812.20731707316,9.236690147298965,1.5,3,3,3,0,3,3,3.0
50,RM,60.0,10320,Pave,Reg,Lvl,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1.5Fin,5,6,1978,Gable,CompShg,HdBoard,None,1.0,Fa,BrkTil,Fa,No,Unf,0.0,Unf,0.0,880.0,880.0,GasA,Y,SBrkr,880,428,1308,0.0,2,0,2,1,6,Typ,0,Detchd,1950.0,Unf,2.0,400.0,Fa,Y,0,0,117,4,2008,WD ,Normal,120000,0.12673190582307917,0.6666666666666666,0.30557677616501144,93,30,Old,Old,104604.89411764705,126883.29571106094,174436.85881877024,9.241935933565934,2.0,3,4,2,0,3,3,2.857142857142857
30,RM,60.0,7200,Pave,Reg,Lvl,Corner,Gtl,IDOTRR,Norm,Norm,1Fam,1Story,6,7,1992,Gable,CompShg,VinylSd,None,1.0,TA,CBlock,TA,No,Unf,0.0,Unf,0.0,1040.0,1040.0,GasA,Y,SBrkr,1040,0,1040,0.0,1,0,2,1,5,Typ,0,Detchd,1993.0,Unf,2.0,320.0,TA,Y,0,132,0,7,2008,WD ,Normal,127500,0.1444243855020136,0.3333333333333333,0.30739673390970224,83,16,Old,Old,104604.89411764705,126883.29571106094,174436.85881877024,8.881975184248867,1.0,3,4,3,0,3,3,3.142857142857143
50,RM,62.0,7006,Pave,Reg,Lvl,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1.5Fin,6,6,1950,Gable,CompShg,Stucco,None,1.0,TA,PConc,TA,No,Rec,121.0,Unf,0.0,647.0,768.0,GasA,Y,SBrkr,788,448,1236,1.0,2,0,3,1,6,Typ,1,Detchd,1985.0,Unf,1.0,384.0,TA,Y,0,0,0,8,2008,WD ,Family,127000,0.17639503353789068,0.5,0.3104284559417947,83,58,Old,Very Old,104604.89411764705,126883.29571106094,174436.85881877024,8.854664928370534,3.0,3,3,3,4,3,3,3.5714285714285716
50,RM,60.0,7920,Pave,IR1,Lvl,Inside,Gtl,IDOTRR,Artery,Norm,1Fam,1.5Fin,6,7,1950,Gable,CompShg,MetalSd,None,1.0,Fa,CBlock,TA,No,Unf,0.0,Unf,0.0,319.0,319.0,GasA,Y,FuseA,1035,371,1406,0.0,1,0,3,1,6,Typ,0,None,0.0,None,0.0,0.0,None,N,0,144,0,3,2008,WD ,Normal,89500,0.17750284055043555,0.25,0.0,88,58,Old,Very Old,104604.89411764705,126883.29571106094,174436.85881877024,8.97727273946428,1.0,2,3,0,0,3,3,2.4285714285714284
20,RM,49.0,8235,Pave,IR1,HLS,Inside,Gtl,OldTown,Feedr,RRNn,1Fam,1Story,5,7,1995,Gable,CompShg,MetalSd,None,1.0,Gd,CBlock,TA,No,LwQ,180.0,Rec,645.0,0.0,825.0,GasA,Y,SBrkr,825,0,825,1.0,1,0,2,1,4,Typ,0,Detchd,1963.0,RFn,2.0,720.0,TA,Y,140,50,0,6,2008,WD ,Normal,125000,0.10016998542982031,0.3333333333333333,0.8716707021791767,53,13,Old,Medium,122343.4449339207,126883.29571106094,174436.85881877024,9.01627006814768,2.0,3,3,3,0,3,3,2.857142857142857
50,RM,60.0,5586,Pave,IR1,Bnk,Inside,Gtl,OldTown,Feedr,Norm,1Fam,1.5Fin,6,7,1998,Gable,CompShg,MetalSd,None,1.0,TA,BrkTil,TA,No,Unf,0.0,Unf,0.0,901.0,901.0,GasA,Y,SBrkr,1088,110,1198,0.0,1,0,4,1,7,Typ,0,None,0.0,None,0.0,0.0,None,N,0,98,0,9,2008,ConLD,Abnorml,79900,0.214426346876678,0.2,0.0,88,10,Old,Medium,122343.4449339207,126883.29571106094,127378.12,8.628197749459149,1.0,3,4,0,0,3,3,2.7142857142857144
30,RM,60.0,10320,Pave,Reg,Lvl,Inside,Gtl,IDOTRR,RRNe,Norm,1Fam,1Story,5,8,1991,Gable,CompShg,Wd Sdng,None,1.0,TA,BrkTil,TA,No,Unf,0.0,Unf,0.0,451.0,451.0,GasA,Y,SBrkr,759,0,759,0.0,1,0,1,1,5,Typ,0,Detchd,1997.0,Unf,2.0,576.0,TA,N,40,0,0,8,2008,ConLD,Family,85000,0.07353938571843814,0.5,0.7578947368421053,96,17,Old,Old,104604.89411764705,126883.29571106094,127378.12,9.241935933565934,1.0,3,3,3,0,2,3,2.7142857142857144
190,RM,60.0,10320,Pave,Reg,Lvl,Inside,Gtl,IDOTRR,Norm,Norm,2fmCon,2Story,3,3,1950,Gable,CompShg,AsphShn,None,1.0,Fa,PConc,Fa,No,Unf,0.0,Unf,0.0,536.0,536.0,GasA,N,FuseF,808,536,1344,0.0,2,0,3,2,8,Typ,0,None,0.0,None,0.0,0.0,None,N,42,0,204,5,2008,WD ,Normal,82375,0.13021993992830153,0.5,0.0,93,58,Old,Very Old,104604.89411764705,126883.29571106094,174436.85881877024,9.241935933565934,2.0,3,5,0,0,3,2,2.2857142857142856
50,RM,60.0,10320,Pave,Reg,Lvl,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1.5Fin,6,7,1995,Gable,CompShg,MetalSd,None,1.0,TA,CBlock,TA,No,Unf,0.0,Unf,0.0,756.0,756.0,GasA,Y,SBrkr,756,713,1469,0.0,1,0,3,1,7,Typ,0,Detchd,1906.0,Unf,1.0,216.0,TA,Y,57,0,239,6,2008,WD ,Normal,135000,0.14233116946032362,0.25,0.1469387755102041,102,13,Old,Medium,104604.89411764705,126883.29571106094,174436.85881877024,9.241935933565934,1.0,3,5,3,0,3,3,3.2857142857142856
20,RL,82.0,9488,Pave,Reg,Lvl,Inside,Gtl,Sawyer,Feedr,Norm,1Fam,1Story,5,6,1993,Gable,CompShg,VinylSd,None,1.0,TA,CBlock,TA,No,Unf,0.0,Unf,0.0,1046.0,1046.0,GasA,N,SBrkr,1054,0,1054,0.0,1,0,3,1,6,Typ,0,Detchd,1947.0,Unf,1.0,240.0,TA,Y,0,60,122,9,2008,WD ,Abnorml,124000,0.11107598271683002,0.25,0.22748815165876776,61,15,Old,Medium,136562.82666666666,191252.78333333333,174436.85881877024,9.15788851197376,1.0,3,4,3,0,3,4,3.142857142857143
20,RL,55.0,8250,Pave,Reg,Lvl,Inside,Gtl,Sawyer,Feedr,Norm,1Fam,1Story,5,5,1968,Hip,CompShg,HdBoard,None,1.0,TA,CBlock,TA,No,BLQ,250.0,LwQ,492.0,210.0,952.0,GasA,Y,SBrkr,1211,0,1211,0.0,1,0,3,1,5,Typ,1,Attchd,1968.0,Unf,1.0,322.0,TA,Y,0,63,0,8,2008,WD ,Normal,134000,0.14677008847412434,0.25,0.26567656765676567,40,40,Medium,Very Old,136562.82666666666,191252.78333333333,174436.85881877024,9.018089684104343,1.0,3,5,3,3,3,3,3.5714285714285716
50,RL,115.0,21286,Pave,Reg,Lvl,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1.5Fin,5,5,1950,Gable,CompShg,Wd Sdng,None,1.0,TA,CBlock,TA,No,Unf,0.0,Unf,0.0,720.0,720.0,GasA,Y,SBrkr,720,551,1271,0.0,2,0,4,1,7,Typ,1,Attchd,1948.0,Unf,1.0,312.0,TA,Y,0,0,108,8,2008,WD ,Normal,135000,0.05970780288438953,0.4,0.24528301886792453,60,58,Old,Very Old,136562.82666666666,191252.78333333333,174436.85881877024,9.965851836732678,2.0,3,3,3,4,3,3,3.4285714285714284
50,RL,80.0,17120,Pave,Reg,Lvl,Inside,Gtl,ClearCr,Feedr,Norm,1Fam,1.5Fin,4,4,1959,Gable,CompShg,WdShing,None,1.0,TA,CBlock,None,None,None,0.0,None,0.0,0.0,0.0,GasA,Y,SBrkr,1120,468,1588,0.0,2,0,4,1,7,Min2,1,Detchd,1991.0,Fin,2.0,680.0,TA,N,0,59,0,7,2008,WD ,Normal,134432,0.09275159161263945,0.4,0.42794210195091253,49,49,Medium,Very Old,200168.58823529413,191252.78333333333,174436.85881877024,9.748061059204817,2.0,3,3,3,4,0,3,2.857142857142857
190,RL,62.0,10106,Pave,Reg,Lvl,Inside,Gtl,Edwards,Norm,Norm,2fmCon,1.5Fin,5,7,1999,Gable,CompShg,Wd Sdng,None,1.0,Gd,BrkTil,TA,No,ALQ,351.0,Rec,181.0,112.0,644.0,GasA,Y,SBrkr,808,547,1355,1.0,2,0,4,2,6,Typ,0,None,0.0,None,0.0,0.0,None,Y,140,0,0,9,2008,WD ,Normal,127500,0.1340654991589987,0.4,0.0,68,9,Old,Medium,129453.84946236559,191252.78333333333,174436.85881877024,9.220983532074662,3.0,3,4,0,0,3,3,2.5714285714285716
85,RL,72.0,11235,Pave,Reg,Lvl,Corner,Gtl,Sawyer,Feedr,Norm,1Fam,SFoyer,5,6,1963,Gable,CompShg,HdBoard,None,1.0,TA,CBlock,TA,Av,ALQ,784.0,Unf,0.0,197.0,981.0,GasA,Y,SBrkr,1075,0,1075,1.0,1,0,3,1,6,Typ,0,Detchd,1996.0,Unf,2.0,440.0,TA,Y,64,0,0,5,2008,WD ,Abnorml,148000,0.09567461730153079,0.25,0.40892193308550184,45,45,Medium,Very Old,136562.82666666666,191252.78333333333,174436.85881877024,9.326878188224134,2.0,4,3,3,0,4,3,3.142857142857143
20,RL,70.0,11200,Pave,Reg,Lvl,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,5,1965,Hip,CompShg,HdBoard,None,1.0,TA,CBlock,TA,No,Rec,906.0,Unf,0.0,134.0,1040.0,GasA,Y,SBrkr,1040,0,1040,1.0,1,0,3,1,5,Typ,0,Detchd,1965.0,Unf,1.0,384.0,TA,Y,0,0,0,2,2008,WD ,Normal,129500,0.09284885278100169,0.25,0.3688760806916426,43,43,Medium,Very Old,136562.82666666666,191252.78333333333,174436.85881877024,9.32375833901174,2.0,3,5,3,0,3,3,3.142857142857143
