MS SubClass,Lot Frontage,Lot Area,Land Slope,Condition 1,Condition 2,Overall Qual,Overall Cond,Year Remod/Add,Mas Vnr Area,Exter Cond,Bsmt Cond,Bsmt Exposure,BsmtFin Type 1,BsmtFin SF 1,BsmtFin Type 2,BsmtFin SF 2,Bsmt Unf SF,Total Bsmt SF,1st Flr SF,2nd Flr SF,Gr Liv Area,Bsmt Full Bath,Full Bath,Half Bath,Bedroom AbvGr,Kitchen AbvGr,TotRms AbvGrd,Functional,Fireplaces,Garage Yr Blt,Garage Finish,Garage Cars,Garage Area,Garage Cond,Paved Drive,Wood Deck SF,Open Porch SF,Enclosed Porch,Mo Sold,Yr Sold,Sale Condition,SalePrice,Density_Ratio,BathPerBed,Garage_per_Living,House_Age,Years_Since_Remod,Age_Group,Remod_Group,Neighborhood_AvgPrice,Zone_AvgPrice,SaleType_AvgPrice,Lot_Area_log,Total_Bath,Kitchen Qual_num,Heating QC_num,Garage Qual_num,Fireplace Qu_num,Bsmt Qual_num,Exter Qual_num,Quality_Score,MS Zoning_C (all),MS Zoning_FV,MS Zoning_I (all),MS Zoning_RH,MS Zoning_RL,MS Zoning_RM,Street_Pave,Lot Shape_IR2,Lot Shape_IR3,Lot Shape_Reg,Land Contour_HLS,Land Contour_Low,Land Contour_Lvl,Lot Config_CulDSac,Lot Config_FR2,Lot Config_FR3,Lot Config_Inside,Neighborhood_Blueste,Neighborhood_BrDale,Neighborhood_BrkSide,Neighborhood_ClearCr,Neighborhood_CollgCr,Neighborhood_Crawfor,Neighborhood_Edwards,Neighborhood_Gilbert,Neighborhood_Greens,Neighborhood_GrnHill,Neighborhood_IDOTRR,Neighborhood_Landmrk,Neighborhood_MeadowV,Neighborhood_Mitchel,Neighborhood_NAmes,Neighborhood_NPkVill,Neighborhood_NWAmes,Neighborhood_NoRidge,Neighborhood_NridgHt,Neighborhood_OldTown,Neighborhood_SWISU,Neighborhood_Sawyer,Neighborhood_SawyerW,Neighborhood_Somerst,Neighborhood_StoneBr,Neighborhood_Timber,Neighborhood_Veenker,Bldg Type_2fmCon,Bldg Type_Duplex,Bldg Type_Twnhs,Bldg Type_TwnhsE,House Style_1.5Unf,House Style_1Story,House Style_2.5Fin,House Style_2.5Unf,House Style_2Story,House Style_SFoyer,House Style_SLvl,Roof Style_Gable,Roof Style_Gambrel,Roof Style_Hip,Roof Style_Mansard,Roof Style_Shed,Roof Matl_Metal,Roof Matl_Roll,Roof Matl_Tar&Grv,Roof Matl_WdShake,Roof Matl_WdShngl,Exterior 1st_AsphShn,Exterior 1st_BrkComm,Exterior 1st_BrkFace,Exterior 1st_CBlock,Exterior 1st_CemntBd,Exterior 1st_HdBoard,Exterior 1st_ImStucc,Exterior 1st_MetalSd,Exterior 1st_Plywood,Exterior 1st_PreCast,Exterior 1st_Stone,Exterior 1st_Stucco,Exterior 1st_VinylSd,Exterior 1st_Wd Sdng,Exterior 1st_WdShing,Mas Vnr Type_BrkFace,Mas Vnr Type_CBlock,Mas Vnr Type_None,Mas Vnr Type_Stone,Foundation_CBlock,Foundation_PConc,Foundation_Slab,Foundation_Stone,Foundation_Wood,Heating_GasW,Heating_OthW,Heating_Other,Central Air_Y,Electrical_FuseF,Electrical_FuseP,Electrical_Mix,Electrical_SBrkr,Garage Type_Attchd,Garage Type_Basment,Garage Type_BuiltIn,Garage Type_CarPort,Garage Type_Detchd,Garage Type_None,Sale Type_CWD,Sale Type_Con,Sale Type_ConLD,Sale Type_ConLI,Sale Type_ConLw,Sale Type_New,Sale Type_Oth,Sale Type_VWD,Sale Type_WD 
20,95.0,15865,3,6,5,8,6,1970,1.0,3,6,5,5,351.0,4,823.0,1043.0,2217.0,2217,0,2217,1.0,2,0,4,1,8,8,1,1970.0,2,2.0,621.0,5,3,81,207,0,10,2007,5,268000,0.1397327618807513,0.4,0.2799819657348963,37,37,2,1,144279.99071925753,191252.78333333333,174436.85881877024,9.671933733861948,3.0,4,5,3,3,3,4,4.285714285714286,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
60,64.0,12394,1,6,5,7,5,2003,1.0,4,4,5,6,0.0,5,0.0,847.0,847.0,847,886,1733,0.0,2,1,3,1,7,8,1,2003.0,4,2.0,433.0,5,3,100,48,0,10,2007,3,225000,0.13981444130697862,0.5,0.2497116493656286,4,4,4,4,191218.9263803681,191252.78333333333,174436.85881877024,9.42504844446929,2.5,4,5,3,4,4,4,4.428571428571429,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
60,64.0,10364,1,6,5,6,5,1996,1.0,4,4,2,6,0.0,5,0.0,806.0,806.0,806,766,1572,0.0,2,1,3,1,7,8,1,1995.0,4,2.0,373.0,5,3,0,40,0,5,2007,5,168000,0.1516642547033285,0.5,0.23712650985378259,12,11,3,3,191218.9263803681,191252.78333333333,174436.85881877024,9.24619002486988,2.5,3,4,3,3,4,3,3.7142857142857144,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
60,64.0,13869,1,6,5,6,6,1997,1.0,4,4,4,7,182.0,5,0.0,612.0,794.0,794,676,1470,0.0,2,0,3,1,6,8,0,1997.0,4,2.0,388.0,5,3,0,75,0,7,2007,5,177000,0.10598413842826243,0.5,0.2637661454792658,10,10,3,3,191218.9263803681,191252.78333333333,174436.85881877024,9.537483513308878,2.0,3,4,3,0,4,3,3.2857142857142856,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
60,57.0,8773,1,6,5,6,5,1997,1.0,4,4,4,6,0.0,5,0.0,916.0,916.0,916,684,1600,0.0,2,1,3,1,7,8,1,1997.0,4,2.0,460.0,5,3,100,38,0,8,2007,5,169000,0.18235696375655344,0.5,0.2873204247345409,10,10,3,3,191218.9263803681,191252.78333333333,174436.85881877024,9.07954808172616,2.5,3,4,3,3,4,3,3.7142857142857144,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
80,56.0,8872,1,6,5,6,5,1997,1.0,4,4,2,6,0.0,5,0.0,384.0,384.0,754,630,1384,0.0,2,1,3,1,7,8,1,1997.0,4,2.0,390.0,5,3,0,0,0,3,2007,5,161500,0.15597881212667644,0.5,0.2815884476534296,10,10,3,3,191218.9263803681,191252.78333333333,174436.85881877024,9.090768236835338,2.5,3,4,3,3,4,3,3.7142857142857144,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
120,41.0,5330,1,6,5,8,5,2000,1.0,4,4,4,7,1196.0,5,0.0,298.0,1494.0,1652,0,1652,1.0,2,0,2,1,6,8,0,2000.0,3,2.0,499.0,5,3,96,48,0,8,2007,5,251000,0.30988557493903585,0.6666666666666666,0.3018753781004235,7,7,4,3,318882.04,191252.78333333333,174436.85881877024,8.581294116822761,3.0,5,5,3,0,4,4,4.142857142857143,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
80,64.0,10147,1,6,5,6,5,1994,32.0,4,4,2,4,186.0,5,0.0,206.0,392.0,924,770,1694,0.0,2,1,3,1,7,8,1,1994.0,4,2.0,398.0,5,3,256,64,0,3,2007,5,160000,0.16692944422546316,0.5,0.23480825958702065,13,13,3,3,191218.9263803681,191252.78333333333,174436.85881877024,9.225031920719173,2.5,3,4,3,3,4,3,3.7142857142857144,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
60,64.0,8637,1,6,5,6,5,2000,1.0,4,4,2,5,871.0,5,0.0,52.0,923.0,947,767,1714,1.0,2,1,3,1,7,8,1,2000.0,4,2.0,451.0,5,3,256,48,0,4,2007,2,180000,0.1984255614725631,0.5,0.2629737609329446,8,7,3,3,191218.9263803681,191252.78333333333,174436.85881877024,9.063926353520646,3.5,3,4,3,3,4,3,3.7142857142857144,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
60,63.0,7875,1,6,5,7,5,1996,1.0,4,4,2,2,414.0,5,0.0,277.0,691.0,691,862,1553,0.0,2,1,3,1,6,8,0,1996.0,4,2.0,420.0,5,3,0,44,0,8,2007,5,178750,0.19718131030980193,0.5,0.2702702702702703,11,11,3,3,191218.9263803681,191252.78333333333,174436.85881877024,8.971575439759016,2.5,4,4,3,0,4,4,3.7142857142857144,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
20,63.0,7875,1,6,5,7,5,1996,38.0,4,6,2,6,0.0,5,0.0,1237.0,1237.0,1253,0,1253,0.0,2,0,3,1,6,8,1,1995.0,4,2.0,402.0,5,3,220,21,0,6,2007,5,176000,0.1590909090909091,0.5,0.32057416267942584,12,11,3,3,191218.9263803681,191252.78333333333,174436.85881877024,8.971575439759016,2.0,3,4,3,3,4,3,3.857142857142857,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
60,60.0,7500,1,6,5,6,5,2003,1.0,4,4,2,6,0.0,5,0.0,938.0,938.0,957,1342,2299,0.0,3,1,5,1,7,8,1,1999.0,4,2.0,482.0,5,3,188,30,0,8,2007,5,204000,0.3064924676709772,0.5,0.20956521739130435,8,4,3,4,191218.9263803681,191252.78333333333,174436.85881877024,8.922791623969637,3.5,3,5,3,3,4,3,3.857142857142857,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
20,64.0,9556,1,6,5,7,5,1993,52.0,4,4,2,6,0.0,5,0.0,1168.0,1168.0,1187,0,1187,0.0,2,0,3,1,6,8,0,1992.0,3,2.0,420.0,5,3,0,21,0,8,2007,5,160000,0.12420215548812388,0.5,0.35353535353535354,15,14,3,3,191218.9263803681,191252.78333333333,174436.85881877024,9.16502914926618,2.0,4,4,3,0,4,3,3.5714285714285716,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
80,64.0,10784,1,6,5,7,5,1992,76.0,4,4,2,6,0.0,5,0.0,384.0,384.0,802,670,1472,0.0,2,1,3,1,7,8,1,1991.0,3,2.0,402.0,5,3,164,0,0,5,2007,5,160000,0.13648585999072788,0.5,0.2729124236252546,16,15,3,3,191218.9263803681,191252.78333333333,174436.85881877024,9.285911558823257,2.5,4,4,3,3,4,4,4.142857142857143,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
80,64.0,9125,1,6,5,7,5,1992,170.0,4,4,2,6,0.0,5,0.0,384.0,384.0,812,670,1482,0.0,2,1,3,1,7,8,1,1992.0,4,2.0,392.0,5,3,100,25,0,7,2007,5,163900,0.1623931623931624,0.5,0.2643290627107215,15,15,3,3,191218.9263803681,191252.78333333333,174436.85881877024,9.118882761487347,2.5,4,4,3,3,4,3,4.0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
60,64.0,7655,1,6,5,6,5,1994,1.0,4,4,2,6,0.0,5,0.0,903.0,903.0,910,732,1642,0.0,2,1,3,1,7,8,1,1993.0,3,2.0,392.0,5,3,290,84,0,7,2007,5,168000,0.2144723092998955,0.5,0.23858794887401097,14,13,3,3,191218.9263803681,191252.78333333333,174436.85881877024,8.94324493313279,2.5,3,4,3,3,4,3,3.7142857142857144,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
20,160.0,18160,1,6,5,6,6,1964,138.0,4,4,4,3,550.0,5,0.0,752.0,1302.0,1128,0,1128,1.0,1,0,3,1,6,8,1,1964.0,2,2.0,480.0,5,2,0,108,246,3,2007,4,154204,0.062111117229227464,0.25,0.42515500442869797,43,43,2,1,191218.9263803681,191252.78333333333,174436.85881877024,9.807031716718498,2.0,3,2,3,3,3,3,3.2857142857142856,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
120,60.0,3696,1,6,5,8,5,1986,1.0,4,4,2,6,0.0,5,0.0,1074.0,1074.0,1088,0,1088,0.0,1,1,2,1,5,8,0,1987.0,3,2.0,461.0,5,3,0,74,137,10,2007,5,170000,0.2942926697322153,0.3333333333333333,0.4233241505968779,21,21,2,2,318882.04,191252.78333333333,174436.85881877024,8.215276958936633,1.5,4,5,3,0,4,4,4.0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
160,60.0,5062,1,6,5,7,5,1984,1.0,4,4,3,7,828.0,3,182.0,180.0,1190.0,1190,900,2090,1.0,2,0,3,1,6,4,1,1984.0,4,2.0,577.0,5,3,219,0,0,9,2007,5,207500,0.4127987359273158,0.5,0.27594452415112386,23,23,2,2,318882.04,191252.78333333333,174436.85881877024,8.529714471969909,3.0,4,4,3,3,4,4,4.142857142857143,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
120,38.0,4740,1,6,5,8,5,1988,1.0,4,4,5,7,248.0,5,0.0,918.0,1166.0,1179,0,1179,1.0,2,0,2,1,5,8,0,1988.0,3,2.0,480.0,5,3,0,108,0,10,2007,5,182000,0.24868171271883568,0.6666666666666666,0.4067796610169492,19,19,3,2,318882.04,191252.78333333333,174436.85881877024,8.464003362902119,3.0,3,4,3,0,4,4,3.7142857142857144,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
120,35.0,5118,1,6,5,8,5,1990,1.0,4,4,5,7,926.0,5,0.0,386.0,1312.0,1321,0,1321,1.0,1,0,1,1,4,8,1,1990.0,3,2.0,484.0,5,3,0,64,140,8,2007,5,212000,0.25805821449501853,0.5,0.3661119515885023,17,17,3,2,318882.04,191252.78333333333,174436.85881877024,8.540714386457584,2.0,4,4,3,3,4,4,4.285714285714286,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
20,86.0,14157,1,6,5,9,5,2006,200.0,4,4,5,7,1249.0,5,0.0,673.0,1922.0,1922,0,1922,1.0,2,0,3,1,8,8,1,2005.0,4,3.0,676.0,5,3,178,51,0,7,2007,5,377426,0.13575363751942365,0.5,0.3515340613624545,2,1,4,4,318882.04,191252.78333333333,174436.85881877024,9.558035114334135,3.0,4,5,3,4,5,4,4.857142857142857,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
60,98.0,12328,1,6,5,8,5,2005,146.0,4,4,3,7,986.0,5,0.0,163.0,1149.0,1164,1377,2541,1.0,3,1,4,1,10,8,1,2005.0,4,3.0,729.0,5,3,120,32,0,7,2007,5,349265,0.20609944034390462,0.6,0.2867820613690008,2,2,4,4,318882.04,191252.78333333333,174436.85881877024,9.419709489868552,4.5,5,5,3,4,5,4,4.857142857142857,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
120,61.0,8035,1,6,5,9,5,2006,165.0,4,4,5,7,797.0,5,0.0,815.0,1612.0,1612,0,1612,1.0,2,0,2,1,6,8,1,2006.0,4,2.0,556.0,5,3,0,164,0,3,2007,5,319900,0.20059731209556994,0.6666666666666666,0.3446993180409175,1,1,4,4,318882.04,191252.78333333333,174436.85881877024,8.991686725934825,3.0,5,5,3,4,5,4,5.0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
20,60.0,8089,1,6,5,8,6,2007,204.0,4,4,4,7,945.0,5,0.0,474.0,1419.0,1419,0,1419,1.0,2,0,2,1,7,8,1,2007.0,3,2.0,567.0,5,3,140,0,0,10,2007,6,392000,0.1754017305315204,0.6666666666666666,0.39929577464788735,0,0,4,4,318882.04,191252.78333333333,275744.7008547009,8.998384010052538,3.0,4,5,3,4,4,4,4.571428571428571,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
20,85.0,14082,1,6,5,8,5,2006,945.0,4,6,5,7,1558.0,5,0.0,662.0,2220.0,2234,0,2234,1.0,1,1,1,1,7,8,1,2006.0,3,2.0,724.0,5,3,390,80,0,1,2007,5,441929,0.15863097351416602,0.5,0.3239373601789709,1,1,4,4,318882.04,191252.78333333333,174436.85881877024,9.55272367519805,2.5,4,5,3,4,5,4,4.714285714285714,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
20,81.0,13870,1,9,8,10,5,2007,250.0,4,4,5,7,1152.0,5,0.0,590.0,1742.0,2042,0,2042,1.0,2,0,3,1,8,8,1,2007.0,4,3.0,724.0,5,3,240,52,0,10,2007,6,455000,0.1472136111311369,0.5,0.3543808125305923,1,0,4,4,318882.04,191252.78333333333,275744.7008547009,9.53755560876329,3.0,5,5,3,4,5,5,5.285714285714286,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
20,80.0,12546,1,6,5,6,7,1981,310.0,3,4,2,3,678.0,5,0.0,762.0,1440.0,1440,0,1440,0.0,2,0,3,1,7,8,1,1981.0,4,2.0,467.0,5,3,0,0,99,4,2007,5,182900,0.11476847055072925,0.5,0.3240804996530187,26,26,2,2,188406.90839694656,191252.78333333333,174436.85881877024,9.4372368721597,2.0,4,5,3,3,4,4,4.142857142857143,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
